child_term_id,parent_term_id,pattern_count,from_head_heuristic,llm_label,llm_confidence,confidence,created_at,updated_at
896,202,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
892,348,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1717,202,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
22,101,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1563,781,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1390,54,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1451,82,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1123,1040,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
793,82,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
133,54,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2199,619,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
193,68,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1638,829,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1728,741,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1188,202,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
168,258,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1598,1040,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
682,3,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1826,620,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
948,388,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
235,186,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
754,275,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1775,184,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
733,54,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
170,75,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1090,81,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2001,81,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
838,781,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
739,3,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1851,322,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2087,41,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
899,202,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1275,1276,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1662,261,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
581,307,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1460,275,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1200,68,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2029,54,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1544,781,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1534,1225,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1899,829,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1805,309,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1085,87,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
90,87,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2202,619,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1046,275,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1642,678,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1779,275,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1740,36,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1362,926,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
554,307,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1829,788,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
769,3,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
2212,13,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1717,318,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
1072,678,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
889,68,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
324,110,0,1,,,0.3,2025-11-24T06:32:20Z,2025-11-24T06:32:20Z
