canonical_id,canonical_term,term_type,synonyms_json,abbreviations_json,member_term_ids_json,freq_total,freq_docs,created_at,updated_at,reason,evidence_json,boundary_valid,head_text,is_hpc
2998,cons_tre plug,unknown,"[""cons_tres plug""]",[],[2998],4,3,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 26, ""cleaned_version"": 1, ""sentence"": ""RealMemory: Amount of real memory. This parameter is required when specifying Memory as a consumable resource with the select/cons_tres plug-in. See below under Resource Selection.""}, {""doc_id"": ""doc_385e"", ""sent_idx"": 44, ""cleaned_version"": 1, ""sentence"": ""STATE CPUS S:C:T MEMORY\nhydra[12-16] 5 allNodes* ... 4 2:2:1 2007\nUsing select/cons_tres plug-in with CR_Socket_Memory (2 sockets/node)""}, {""doc_id"": ""doc_385e"", ""sent_idx"": 49, ""cleaned_version"": 1, ""sentence"": ""allNodes sleep sballe R 0:07 5 hydra[12-16]\nUsing select/cons_tres plug-in with CR_CPU_Memory (4 CPUs/node)""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 25, ""cleaned_version"": 1, ""sentence"": ""RealMemory: Amount of real memory. This parameter is required when specifying Memory as a consumable resource with the select/cons_tres plug-in. See below under Resource Selection.""}]",1,plug,1
2999,elevated privilege,unknown,"[""elevated privileges""]",[],[2999],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 27, ""cleaned_version"": 1, ""sentence"": ""Slurm User\nThe Slurm controller (slurmctld) can run without elevated privileges, so it is recommended that a user \""slurm\"" be created for it.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 26, ""cleaned_version"": 1, ""sentence"": ""Slurm User\nThe Slurm controller (slurmctld) can run without elevated privileges, so it is recommended that a user \""slurm\"" be created for it.""}]",1,privilege,1
3000,slurm port number,unknown,"[""Slurm Port Numbers""]",[],[3000],1,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 28, ""cleaned_version"": 1, ""sentence"": ""For testing purposes any user name can be used.\n SlurmUser\nSlurm Port Numbers\nThe Slurm controller (slurmctld) requires a unique port for communications as do the Slurm compute node daemons (slurmd).""}]",1,number,1
3002,slurm compute node daemon,job_concept,"[""Slurm compute node daemons""]",[],[3002],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:job_concept(lexicon: scheduling concept indicator) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 28, ""cleaned_version"": 1, ""sentence"": ""For testing purposes any user name can be used.\n SlurmUser\nSlurm Port Numbers\nThe Slurm controller (slurmctld) requires a unique port for communications as do the Slurm compute node daemons (slurmd).""}, {""doc_id"": ""doc_ebf2"", ""sent_idx"": 49, ""cleaned_version"": 1, ""sentence"": ""Use of cgroup for Resource Specialization\nResource Specialization may be used to reserve a subset of cores or a specific amount of memory on each compute node for exclusive use by the Slurm compute node daemon, slurmd.""}]",1,daemon,1
3003,slurm port,unknown,"[""slurm ports""]",[],[3003],1,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 29, ""cleaned_version"": 1, ""sentence"": ""If not set, slurm ports are set by checking for an entry in /etc/services and if that fails by using an interval default set at Slurm build time.""}]",1,port,1
3005,slurm build time,unknown,[],[],[3005],1,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 29, ""cleaned_version"": 1, ""sentence"": ""If not set, slurm ports are set by checking for an entry in /etc/services and if that fails by using an interval default set at Slurm build time.""}]",1,time,1
3006,slurmdport,unknown,[],[],[3006],1,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 30, ""cleaned_version"": 1, ""sentence"": ""SlurmctldPort\n SlurmdPort\nState Preservation\nDefine the location of a directory where the slurmctld daemon saves its state.""}]",1,slurmdport,1
3007,state preservation,job_concept,[],[],[3007],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:job_concept(lexicon: scheduling concept indicator) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 30, ""cleaned_version"": 1, ""sentence"": ""SlurmctldPort\n SlurmdPort\nState Preservation\nDefine the location of a directory where the slurmctld daemon saves its state.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 27, ""cleaned_version"": 1, ""sentence"": ""For testing purposes any user name can be used.\n SlurmUser\nState Preservation\nDefine the location of a directory where the slurmctld daemon saves its state.""}]",1,preservation,1
3008,qualified pathname,unknown,[],[],[3008],8,3,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 31, ""cleaned_version"": 1, ""sentence"": ""This should be a fully qualified pathname which can be read and written to by the Slurm user on both the control machine and backup controller (if configured).""}, {""doc_id"": ""doc_2cc9"", ""sent_idx"": 63, ""cleaned_version"": 1, ""sentence"": ""Each may also be configured to use debug files. Use fully qualified pathnames for the files.""}, {""doc_id"": ""doc_2cc9"", ""sent_idx"": 76, ""cleaned_version"": 1, ""sentence"": ""Use a fully qualified pathname. If using a database it is the name of the database you will use or create for the stored data.""}, {""doc_id"": ""doc_2cc9"", ""sent_idx"": 84, ""cleaned_version"": 1, ""sentence"": ""This is used for locate the appropriate daemon for signaling. Specify a specify the fully qualified pathname for the file.""}, {""doc_id"": ""doc_4387"", ""sent_idx"": 140, ""cleaned_version"": 1, ""sentence"": ""LogFile: Fully qualified pathname of a file into which the Slurm Database Daemon's logs are written.""}]",1,pathname,1
3009,backup controller,unknown,[],[],[3009],7,5,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 31, ""cleaned_version"": 1, ""sentence"": ""This should be a fully qualified pathname which can be read and written to by the Slurm user on both the control machine and backup controller (if configured).""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 36, ""cleaned_version"": 1, ""sentence"": ""Why am I being offered an automatic update for Slurm?\nCluster Management\nHow should I relocate the primary or backup controller?""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 334, ""cleaned_version"": 1, ""sentence"": ""In order to prevent Slurm from being upgraded unintentionally, we recommend you modify the EPEL repository configuration file to exclude all Slurm packages from automatic updates.\nexclude=slurm*\nCluster Management\nHow should I relocate the primary or backup controller?""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 335, ""cleaned_version"": 1, ""sentence"": ""If the cluster's computers used for the primary or backup controller will be out of service for an extended period of time, it may be desirable to relocate them.""}, {""doc_id"": ""doc_ce7f"", ""sent_idx"": 65, ""cleaned_version"": 1, ""sentence"": ""State changes are saved so that jobs and other state information can be preserved when the controller moves (to or from a backup controller) or is restarted.""}]",1,controller,1
3010,unique directory,unknown,[],[],[3010],3,3,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 33, ""cleaned_version"": 1, ""sentence"": ""This must be a unique directory on each compute server (local disk).""}, {""doc_id"": ""doc_8f5e"", ""sent_idx"": 136, ""cleaned_version"": 1, ""sentence"": ""Seamless Upgrades\nIn environments where the Slurm build process is customized, it is possible to install a new version of Slurm to a unique directory and use a symbolic link to point the directory in your PATH to the version of Slurm you would like to use.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 30, ""cleaned_version"": 1, ""sentence"": ""This must be a unique directory on each compute server (local disk).""}]",1,directory,1
3011,compute server,unknown,[],[],[3011],3,3,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 33, ""cleaned_version"": 1, ""sentence"": ""This must be a unique directory on each compute server (local disk).""}, {""doc_id"": ""doc_8e0f"", ""sent_idx"": 9, ""cleaned_version"": 1, ""sentence"": ""Each compute server (node) has a slurmd daemon, which can be compared to a remote shell: it waits for work, executes that work, returns status, and waits for more work. The slurmd daemons provide fault-tolerant hierarchical communications.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 30, ""cleaned_version"": 1, ""sentence"": ""This must be a unique directory on each compute server (local disk).""}]",1,server,1
3012,local disk,unknown,[],[],[3012],8,6,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 33, ""cleaned_version"": 1, ""sentence"": ""This must be a unique directory on each compute server (local disk).""}, {""doc_id"": ""doc_385e"", ""sent_idx"": 2, ""cleaned_version"": 1, ""sentence"": ""This means that even when all the resources within a node are not utilized by a given job, another job will not have access to these resources. Nodes possess resources such as processors, memory, swap, local disk, etc. and jobs consume these resources. The exclusive use default policy in Slurm can result in inefficient utilization of the cluster and of its nodes resources. Slurm's cons_tres plugin is available to manage resources on a much more fine-grained basis as described below.""}, {""doc_id"": ""doc_48b2"", ""sent_idx"": 22, ""cleaned_version"": 1, ""sentence"": ""sbcast is used to transfer a file from local disk to local disk on the nodes allocated to a job.""}, {""doc_id"": ""doc_48b2"", ""sent_idx"": 82, ""cleaned_version"": 1, ""sentence"": ""Slurm does not automatically migrate executable or data files to the nodes allocated to a job. Either the files must exists on local disk or in some global file system (e.g. NFS or Lustre).""}, {""doc_id"": ""doc_cc8b"", ""sent_idx"": 8, ""cleaned_version"": 1, ""sentence"": ""Valid 'FS' TRES are 'disk' (local disk) and 'lustre'.""}]",1,disk,1
3013,reliable file system,unknown,[],[],[3013],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:no,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 34, ""cleaned_version"": 1, ""sentence"": ""The use of a highly reliable file system (e.g. RAID) is recommended.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 31, ""cleaned_version"": 1, ""sentence"": ""The use of a highly reliable file system (e.g. RAID) is recommended.""}]",1,system,0
3014,raid,unknown,[],"[""RAID""]",[3014],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:no,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 34, ""cleaned_version"": 1, ""sentence"": ""The use of a highly reliable file system (e.g. RAID) is recommended.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 31, ""cleaned_version"": 1, ""sentence"": ""The use of a highly reliable file system (e.g. RAID) is recommended.""}]",1,raid,0
3015,slurmctld state,unknown,[],[],[3015],1,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 35, ""cleaned_version"": 1, ""sentence"": ""Slurmctld state save directory Must be writable by all SlurmctldHost nodes\n SlurmdSpoolDir:""}]",1,state,1
3016,slurmctldhost node,job_concept,"[""SlurmctldHost nodes""]",[],[3016],1,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:job_concept(lexicon: scheduling concept indicator) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 35, ""cleaned_version"": 1, ""sentence"": ""Slurmctld state save directory Must be writable by all SlurmctldHost nodes\n SlurmdSpoolDir:""}]",1,node,1
3017,slurmd state,unknown,[],[],[3017],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 36, ""cleaned_version"": 1, ""sentence"": ""Slurmd state save directory\nDefine when a non-responding (DOWN) node is returned to service.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 32, ""cleaned_version"": 1, ""sentence"": ""Slurmd state save directory\nDefine when a non-responding (DOWN) node is returned to service.""}]",1,state,1
3018,define,unknown,[],[],[3018],5,3,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 36, ""cleaned_version"": 1, ""sentence"": ""Slurmd state save directory\nDefine when a non-responding (DOWN) node is returned to service.""}, {""doc_id"": ""doc_2cc9"", ""sent_idx"": 48, ""cleaned_version"": 1, ""sentence"": ""Process Tracking\nDefine the algorithm used to identify which processes are associated with a given job.""}, {""doc_id"": ""doc_b2f9"", ""sent_idx"": 25, ""cleaned_version"": 1, ""sentence"": ""--gpu-bind\nDefine how tasks are bound to GPUs.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 32, ""cleaned_version"": 1, ""sentence"": ""Slurmd state save directory\nDefine when a non-responding (DOWN) node is returned to service.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 45, ""cleaned_version"": 1, ""sentence"": ""Process Tracking\nDefine the algorithm used to identify which processes are associated with a given job.""}]",1,define,1
3019,returntoservice,unknown,[],[],[3019],3,3,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 37, ""cleaned_version"": 1, ""sentence"": ""Select one value for ReturnToService:\n 0: When explicitly restored to service by an administrator.""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 470, ""cleaned_version"": 1, ""sentence"": ""If you want to prevent this condition from setting the node into a DOWN state then configure ReturnToService to 2.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 33, ""cleaned_version"": 1, ""sentence"": ""Select one value for ReturnToService:\n 0: When explicitly restored to service by an administrator.""}]",1,returntoservice,1
3020,registration,policy_or_metric,[],[],[3020],5,3,2026-01-14T10:20:47,2026-01-14 11:21:50,type:policy_or_metric(lexicon: policy/metric indicator) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 38, ""cleaned_version"": 1, ""sentence"": ""1:Upon registration with a valid configuration only if it was set DOWN due to being non-responsive.""}, {""doc_id"": ""doc_2cc9"", ""sent_idx"": 39, ""cleaned_version"": 1, ""sentence"": ""2:Upon registration with a valid configuration.""}, {""doc_id"": ""doc_8ca0"", ""sent_idx"": 44, ""cleaned_version"": 1, ""sentence"": ""Options of interest include:\ncloud_dns\nBy default, Slurm expects that the network addresses for cloud nodes won't be known until creation of the node and that Slurm will be notified of the node's address upon registration. Since Slurm communications rely on the node configuration found in the slurm.conf, Slurm will tell the client command, after waiting for all nodes to boot, each node's IP address. However, in environments where the nodes are in DNS, this step can be avoided by configuring this option.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 34, ""cleaned_version"": 1, ""sentence"": ""1:Upon registration with a valid configuration only if it was set DOWN due to being non-responsive.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 35, ""cleaned_version"": 1, ""sentence"": ""2:Upon registration with a valid configuration.""}]",1,registration,1
3021,valid configuration,policy_or_metric,[],[],[3021],4,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:policy_or_metric(lexicon: policy/metric indicator) | boundary:ok | is_hpc:no,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 38, ""cleaned_version"": 1, ""sentence"": ""1:Upon registration with a valid configuration only if it was set DOWN due to being non-responsive.""}, {""doc_id"": ""doc_2cc9"", ""sent_idx"": 39, ""cleaned_version"": 1, ""sentence"": ""2:Upon registration with a valid configuration.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 34, ""cleaned_version"": 1, ""sentence"": ""1:Upon registration with a valid configuration only if it was set DOWN due to being non-responsive.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 35, ""cleaned_version"": 1, ""sentence"": ""2:Upon registration with a valid configuration.""}]",1,configuration,0
3022,job ordering,job_concept,[],[],[3022],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:job_concept(lexicon: scheduling concept indicator) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 40, ""cleaned_version"": 1, ""sentence"": ""Scheduling\nDefine the mechanism to be used for controlling job ordering.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 36, ""cleaned_version"": 1, ""sentence"": ""Scheduling\nDefine the mechanism to be used for controlling job ordering.""}]",1,ordering,1
3023,node interconnect,job_concept,[],[],[3023],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:job_concept(lexicon: scheduling concept indicator) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 42, ""cleaned_version"": 1, ""sentence"": ""First-In First-Out (FIFO)\nInterconnect\nDefine the node interconnect used.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 38, ""cleaned_version"": 1, ""sentence"": ""First-In First-Out (FIFO)\nInterconnect\nDefine the node interconnect used.""}]",1,interconnect,1
3024,switchtype,unknown,[],[],[3024],3,3,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 43, ""cleaned_version"": 1, ""sentence"": ""Select one value for SwitchType:\n HPE Slingshot: HPE Slingshot proprietary interconnect\n None: No special\nDefault MPI Type\nSpecify the type of MPI to be used by default.""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 395, ""cleaned_version"": 1, ""sentence"": ""Parameters that previously had a \""none\"" plugin are:\nAccountingStorageType\nAcctGatherEnergyType\nAcctGatherInterconnectType\nAcctGatherFilesystemType\nAcctGatherProfileType\nCliFilterPlugins\nCoreSpecPlugin\nExtSensorsType\nJobAcctGatherType\nJobCompType\nJobContainerType\nMCSPlugin\nMpiDefault\nPowerParameters\nPreemptType\nPrioritySiteFactorPlugin\nSwitchType\nTaskPlugin\nTopologyPlugin\nAccounting Database\nWhy should I use the slurmdbd instead of the regular database plugins?""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 39, ""cleaned_version"": 1, ""sentence"": ""Select one value for SwitchType:\n HPE Slingshot: HPE Slingshot proprietary interconnect\n None: No special handling required (InfiniBand, Myrinet, Ethernet, etc.)""}]",1,switchtype,1
3025,hpe slingshot,unknown,[],[],[3025],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:no,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 43, ""cleaned_version"": 1, ""sentence"": ""Select one value for SwitchType:\n HPE Slingshot: HPE Slingshot proprietary interconnect\n None: No special\nDefault MPI Type\nSpecify the type of MPI to be used by default.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 39, ""cleaned_version"": 1, ""sentence"": ""Select one value for SwitchType:\n HPE Slingshot: HPE Slingshot proprietary interconnect\n None: No special handling required (InfiniBand, Myrinet, Ethernet, etc.)""}]",1,slingshot,0
3027,default mpi type,unknown,[],[],[3027],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:no,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 43, ""cleaned_version"": 1, ""sentence"": ""Select one value for SwitchType:\n HPE Slingshot: HPE Slingshot proprietary interconnect\n None: No special\nDefault MPI Type\nSpecify the type of MPI to be used by default.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 40, ""cleaned_version"": 1, ""sentence"": ""Default MPI Type\nSpecify the type of MPI to be used by default.""}]",1,type,0
3028,srun option,command,[],[],[3028],9,4,2026-01-14T10:20:47,2026-01-14 11:21:50,type:command(evidence: command usage) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 45, ""cleaned_version"": 1, ""sentence"": ""Users can over-ride this specification with an srun option.""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 11, ""cleaned_version"": 1, ""sentence"": ""How can I run an Ansys program with Slurm?\nSubmitting Jobs\nWhy are my srun options ignored?""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 104, ""cleaned_version"": 1, ""sentence"": ""There is an srun option --jobid that can be used to specify a job's ID.""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 145, ""cleaned_version"": 1, ""sentence"": ""$HOSTSFILE\nfi\nexit 0\nTo run an interactive session, use srun like this:\n$ srun -n <tasks> ./fluent-srun.sh\nSubmitting Jobs\nWhy are my srun options ignored?\nEverything after the command srun is examined to determine if it is a valid option for srun. The first token that is not a valid option for srun is considered the command to execute and everything after that is treated as an option to the command. For example:\nsrun -N2 uptime -pdebug\nsrun processes \""-N2\"" as an option to itself.""}, {""doc_id"": ""doc_d9be"", ""sent_idx"": 77, ""cleaned_version"": 1, ""sentence"": ""SelectType=select/linear\nCommand line:\nsrun --nodes=2 ...\nComments:\nThe SelectType=select/linear configuration option specifies allocation in units of whole nodes. The --nodes=2 srun option causes Slurm to allocate at least 2 nodes to the job.""}]",1,option,1
3029,exascale pmi implementation,unknown,[],[],[3029],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:no,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 46, ""cleaned_version"": 1, ""sentence"": ""Select one value for MpiDefault:\n MPI-PMI2 (For PMI2-supporting MPI implementations)\n MPI-PMIx (Exascale PMI implementation)""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 43, ""cleaned_version"": 1, ""sentence"": ""Select one value for MpiDefault:\n MPI-PMI2 (For PMI2-supporting MPI implementations)\n MPI-PMIx (Exascale PMI implementation)""}]",1,implementation,0
3030,mpi type,unknown,"[""MPI types""]",[],[3030],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:no,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 47, ""cleaned_version"": 1, ""sentence"": ""None: This works for most other MPI types.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 44, ""cleaned_version"": 1, ""sentence"": ""None: This works for most other MPI types.""}]",1,type,0
3031,job container,job_concept,[],[],[3031],4,3,2026-01-14T10:20:47,2026-01-14 11:21:50,type:job_concept(lexicon: scheduling concept indicator) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 50, ""cleaned_version"": 1, ""sentence"": ""Cgroup: Use Linux cgroup to create a job container and track processes.""}, {""doc_id"": ""doc_4600"", ""sent_idx"": 6, ""cleaned_version"": 1, ""sentence"": ""Setup\nSlurm must be configured to load the job container plugin by adding JobContainerType=job_container/tmpfs and PrologFlags=contain in slurm.conf.""}, {""doc_id"": ""doc_4600"", ""sent_idx"": 8, ""cleaned_version"": 1, ""sentence"": ""Job containers can be configured for all nodes, or for a subset of nodes. As an example, if all nodes will be configured the same way, you would put the following in your job_container.conf:""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 47, ""cleaned_version"": 1, ""sentence"": ""Cgroup: Use Linux cgroup to create a job container and track processes.""}]",1,container,1
3032,track process,unknown,"[""track processes""]",[],[3032],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 50, ""cleaned_version"": 1, ""sentence"": ""Cgroup: Use Linux cgroup to create a job container and track processes.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 47, ""cleaned_version"": 1, ""sentence"": ""Cgroup: Use Linux cgroup to create a job container and track processes.""}]",1,process,1
3033,cgroup.conf file,unknown,[],[],[3033],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 51, ""cleaned_version"": 1, ""sentence"": ""Build a cgroup.conf file as well\n LinuxProc: Use parent process ID records, processes can escape from Slurm control\n Pgid: Use Unix Process Group ID, processes changing their process group ID can escape from Slurm control\nResource Selection\nDefine resource (node) selection algorithm to be used.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 48, ""cleaned_version"": 1, ""sentence"": ""Build a cgroup.conf file as well\n LinuxProc: Use parent process ID records, processes can escape from Slurm control\n Pgid: Use Unix Process Group ID, processes changing their process group ID can escape from Slurm control\nResource Selection\nDefine resource (node) selection algorithm to be used.""}]",1,file,1
3034,linuxproc,unknown,[],[],[3034],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 51, ""cleaned_version"": 1, ""sentence"": ""Build a cgroup.conf file as well\n LinuxProc: Use parent process ID records, processes can escape from Slurm control\n Pgid: Use Unix Process Group ID, processes changing their process group ID can escape from Slurm control\nResource Selection\nDefine resource (node) selection algorithm to be used.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 48, ""cleaned_version"": 1, ""sentence"": ""Build a cgroup.conf file as well\n LinuxProc: Use parent process ID records, processes can escape from Slurm control\n Pgid: Use Unix Process Group ID, processes changing their process group ID can escape from Slurm control\nResource Selection\nDefine resource (node) selection algorithm to be used.""}]",1,linuxproc,1
3036,slurm control,unknown,[],[],[3036],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 51, ""cleaned_version"": 1, ""sentence"": ""Build a cgroup.conf file as well\n LinuxProc: Use parent process ID records, processes can escape from Slurm control\n Pgid: Use Unix Process Group ID, processes changing their process group ID can escape from Slurm control\nResource Selection\nDefine resource (node) selection algorithm to be used.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 48, ""cleaned_version"": 1, ""sentence"": ""Build a cgroup.conf file as well\n LinuxProc: Use parent process ID records, processes can escape from Slurm control\n Pgid: Use Unix Process Group ID, processes changing their process group ID can escape from Slurm control\nResource Selection\nDefine resource (node) selection algorithm to be used.""}]",1,control,1
3038,process group id,unknown,[],[],[3038],3,3,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 51, ""cleaned_version"": 1, ""sentence"": ""Build a cgroup.conf file as well\n LinuxProc: Use parent process ID records, processes can escape from Slurm control\n Pgid: Use Unix Process Group ID, processes changing their process group ID can escape from Slurm control\nResource Selection\nDefine resource (node) selection algorithm to be used.""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 542, ""cleaned_version"": 1, ""sentence"": ""Those plugins dependent upon process group IDs or parent process IDs are not reliable. See the ProctrackType description in the slurm.conf man page for details.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 48, ""cleaned_version"": 1, ""sentence"": ""Build a cgroup.conf file as well\n LinuxProc: Use parent process ID records, processes can escape from Slurm control\n Pgid: Use Unix Process Group ID, processes changing their process group ID can escape from Slurm control\nResource Selection\nDefine resource (node) selection algorithm to be used.""}]",1,id,1
