term_id,tf,df,idf,tf_idf,updated_at
257,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
258,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
259,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
260,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
261,5.0,2,1.5108256237659907,7.554128118829953,2025-11-30T20:56:51Z
262,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
263,9.0,1,1.916290731874155,17.246616586867397,2025-11-30T20:56:51Z
264,8.0,3,1.2231435513142097,9.785148410513678,2025-11-30T20:56:51Z
265,6.0,1,1.916290731874155,11.49774439124493,2025-11-30T20:56:51Z
266,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
267,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
268,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
269,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
270,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
271,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
272,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
273,23.0,3,1.2231435513142097,28.132301680226824,2025-11-30T20:56:51Z
274,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
275,4.0,1,1.916290731874155,7.66516292749662,2025-11-30T20:56:51Z
276,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
277,3.0,2,1.5108256237659907,4.532476871297972,2025-11-30T20:56:51Z
278,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
279,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
280,41.0,2,1.5108256237659907,61.94385057440562,2025-11-30T20:56:51Z
281,3.0,1,1.916290731874155,5.748872195622465,2025-11-30T20:56:51Z
282,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
283,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
284,6.0,2,1.5108256237659907,9.064953742595945,2025-11-30T20:56:51Z
285,1.0,1,1.916290731874155,1.916290731874155,2025-11-30T20:56:51Z
286,2.0,1,1.916290731874155,3.83258146374831,2025-11-30T20:56:51Z
